context_participant,context_block_code,subject,grade,blockContent,language,accommodation,modality,context_accession_number,context_accession_number,act_seq_acc,n_enter_item,n_enter_block,n_update_singleselect,n_next_button,n_click_itemtab,n_activate_tts,n_speak_tts,n_deactivate_tts,n_trigger_scroll,n_input_equationeditor,n_update_mathinput,n_update_inlinechoice,n_update_zone,n_add_drag,n_changestate_iic,n_more_button,n_bottomreached_scroll,n_update_multiselect,n_show_help,n_top_button,n_hide_help,n_update_iic,n_activate_scratchwork,n_drawmode_scratchwork,n_start_scratchwork,n_end_scratchwork,n_erasemode_scratchwork,n_update_scratchwork,n_clear_scratchwork,n_deactivate_scratchwork,n_clear_singleselect,n_remove_drag,n_in_zoom,n_out_zoom,n_clear_inlinechoice,n_highlightmode_scratchwork,n_clear_zone,n_clear_multiselect,n_previous_button,n_change_theme,n_open_equationeditor,n_clear_drag,n_replace_drag,n_hide_timer,n_show_timer,n_close_equationeditor,n_remove_inlinechoice,n_advance_assessment,enter_item_bool,enter_block_bool,update_singleselect_bool,next_button_bool,click_itemtab_bool,activate_tts_bool,speak_tts_bool,deactivate_tts_bool,trigger_scroll_bool,input_equationeditor_bool,update_mathinput_bool,update_inlinechoice_bool,update_zone_bool,add_drag_bool,changestate_iic_bool,more_button_bool,bottomreached_scroll_bool,update_multiselect_bool,show_help_bool,top_button_bool,hide_help_bool,update_iic_bool,activate_scratchwork_bool,drawmode_scratchwork_bool,start_scratchwork_bool,end_scratchwork_bool,erasemode_scratchwork_bool,update_scratchwork_bool,clear_scratchwork_bool,deactivate_scratchwork_bool,clear_singleselect_bool,remove_drag_bool,i_bool,out_zoom_bool,clear_inlinechoice_bool,highlightmode_scratchwork_bool,clear_zone_bool,clear_multiselect_bool,previous_button_bool,change_theme_bool,ope_bool,clear_drag_bool,replace_drag_bool,hide_timer_bool,show_timer_bool,close_equationeditor_bool,remove_inlinechoice_bool,advance_assessment_bool,n_modalitychanged,modalitychanged_bool
XY44ZZ,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH525503,VH525503,"['update_inlinechoice', 'update_inlinechoice', 'update_inlinechoice', 'input_equationeditor', 'update_mathinput', 'update_inlinechoice', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'click_itemtab']",0,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH525503,VH525503,"['input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH525503,VH525503,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,pen,VH525503,VH525503,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,True
XZ34RB,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH525503,VH525503,"['previous_button', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'erasemode_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'end_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'start_scratchwork', 'start_scratchwork', 'deactivate_scratchwork', 'input_equationeditor', 'update_mathinput', 'open_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_inlinechoice', 'update_inlinechoice', 'close_equationeditor', 'next_button', 'update_mathinput', 'next_button']",0,0,0,2,0,0,0,0,0,27,28,2,0,0,0,0,0,0,0,0,0,0,3,0,10,75,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,94,True
YH69RF,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH525503,VH525503,"['input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,135,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,True
YH69RF,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,pen,VH525503,VH525503,"['start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork', 'start_scratchwork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,True
YH69RF,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH525503,VH525503,"['click_itemtab', 'click_itemtab', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'update_inlinechoice', 'update_inlinechoice', 'activate_scratchwork', 'drawmode_scratchwork', 'end_scratchwork', 'erasemode_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'click_itemtab']",0,0,0,0,3,0,0,0,0,19,8,2,0,0,0,0,0,0,0,0,0,0,2,1,0,41,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,True
YJ53KR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH525503,VH525503,"['update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YJ53KR,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,touch,VH525503,VH525503,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'deactivate_tts', 'update_inlinechoice', 'update_inlinechoice', 'next_button', 'click_itemtab', 'activate_tts', 'speak_tts', 'deactivate_tts', 'input_equationeditor', 'click_itemtab', 'update_mathinput', 'click_itemtab']",0,0,0,1,3,2,8,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,True
YM43SJ,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,keyboard,VH525503,VH525503,"['input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput', 'update_mathinput', 'input_equationeditor', 'input_equationeditor', 'update_mathinput', 'input_equationeditor', 'update_mathinput']",0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
YM43SJ,2419MA1T02CLID30EX,Math,4th Grade,Cog,English,no accom,mouse,VH525503,VH525503,"['update_inlinechoice', 'update_inlinechoice', 'update_inlinechoice', 'update_inlinechoice', 'input_equationeditor', 'update_mathinput', 'next_button']",0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,True
